FirstByte	LastByte	Type	Compressed	Description	Modified
02FF4F	02FF86	CODE	N	"Unknown routines, not valid?"	2008.07.10
02FF87	02FFA3	CODE	N	"Unknown subroutine used by 02FF35-02FF4E, not valid?"	2008.07.10
02FFA4	02FFA7	CODE	N	"Suspected JUNK, opcode missing, duplicate 02FFA0-02FFA3"	2008.07.10
02FFA8	02FFDD	CODE	N	"Suspected JUNK, duplicate 02FF6E-02FFA3"	2008.07.10
02FFDE	02FFDF	CODE	N	"Suspected JUNK, duplicate 02FFDC-02FFDD"	2008.07.10
02FFE0	02FFED	CODE	N	"Suspected JUNK, duplicate 02FFD0-02FFDD"	2008.07.10
02FFEE	02FFFF	CODE	N	"Suspected JUNK, opcode cut off, duplicate 02FF8C-02FF9D"	2008.07.10
030000			N		2008.07.10
030077	0300B7	TXT	N	ASCII credits text	2007.06.28
0300B8					2007.06.28
030E78	030F3A	TXT	N	ASCII credits text - Jet Bike Race	2007.06.28
030F3B					2007.06.28
031101	03110B	TXT	N	Text notes end of routines	2007.06.28
03110C	0311FF	---	N	UNUSED SPACE (244 bytes)	2007.06.28
031200	031312	GFX	Y	Mode 7 - partial font (4 bitplane)	2007.06.28
031313	03794F	DATA	Y	Mode 7 compressed data - event data and routines?	2007.06.28
037950	037FFF	---	N	UNUSED SPACE (1712 bytes)	2007.06.28
038000	038B73	GFX	Y	Epoch time gauge menu graphics	2007.06.28
038B74	0397DE	EVENT	Y	(00) Overworld Event - 1F0 1000 AD Present	2007.06.28
0397DF	039F48	EVENT	Y	(01) Overworld Event - 1F1 600 AD Middle Ages	2007.06.28
039F49	03A60D	EVENT	Y	(02) Overworld Event - 1F2 2300 AD Future	2007.06.28
03A60E	03AC44	EVENT	Y	(03) Overworld Event - 1F3 65000000 BC Prehistoric	2007.06.28
03AC45	03BA1A	EVENT	Y	(04) Overworld Event - 1F4 12000 BC Dark Ages	2007.06.28
03BA1B	03BF81	EVENT	Y	(05) Overworld Event - 1F5 12000 BC Zeal	2007.06.28
03BF82	03C809	EVENT	Y	(06) Overworld Event - 1F6 12000 BC Last Village	2007.06.28
03C80A	03CE48	EVENT	Y	(07) Overworld Event - 1F7 1999 AD Apocalypse	2007.06.28
03CE49	03CEDE	PAL	Y	(00) Overworld Palettes	2007.06.28
03CEDF	03CF70	PAL	Y	(01) Overworld Palettes	2007.06.28
03CF71	03CFF9	PAL	Y	(02) Overworld Palettes	2007.06.28
03CFFA	03D020	PAL	Y	(03) Overworld Palettes	2007.06.28
03D021	03D1F0	PAL	Y	(04) Overworld Palettes	2007.06.28
03D1F1	03D363	PAL	Y	(05) Overworld Palettes	2007.06.28
03D364	03D4DC	PAL	Y	(06) Overworld Palettes	2007.06.28
03D4DD	03D649	PAL	Y	(07) Overworld Palettes	2007.06.28
03D64A	03D7C7	PAL	Y	(08) Overworld Palettes	2007.06.28
03D7C8	03D93C	PAL	Y	(09) Overworld Palettes	2007.06.28
03D93D	03DAF6	PAL	Y	(0A) Overworld Palettes	2007.06.28
03DAF7	03DB9D	PAL	Y	(0B) Overworld Palettes	2007.06.28
03DB9E	03DC49	PAL	Y	(0C) Overworld Palettes	2007.06.28
03DC4A	03DCC2	PAL	Y	(0D) Overworld Palettes	2007.06.28
03DCC3	03DD17	PAL	Y	(0E) Overworld Palettes	2007.06.28
03DD18	03DD89	PAL	Y	(0F) Overworld Palettes	2007.06.28
03DD8A	03DEB6	PAL	Y	(10) Overworld Palettes	2007.06.28
03DEB7	03DF42	PAL	Y	(11) Overworld Palettes	2007.06.28
03DF43	03DFE5	PAL	Y	(12) Overworld Palettes	2007.06.28
03DFE6	03DFFF	---	N	UNUSED SPACE (26 bytes)	2007.06.28
03E000					2007.06.28
040000	040EB7	GFX	Y	(00) Overworld Tiles - 1F0 1F1 1F2 1F4 1F6 1F7	2007.06.28
040EB8	041D39	GFX	Y	(01) Overworld Tiles - 1F0 1F1 1F2 1F4 1F6 1F7	2007.06.28
041D3A	042C31	GFX	Y	(02) Overworld Tiles - 1F0 1F1 1F4 1F6	2007.06.28
042C32	043A9F	GFX	Y	(03) Overworld Tiles - 1F0 1F1 1F4 1F6	2007.06.28
043AA0	044838	GFX	Y	(04) Overworld Tiles - 1F0 1F1	2007.06.28
044839	0455D6	GFX	Y	(05) Overworld Tiles - 1F0 1F1	2007.06.28
0455D7	046422	GFX	Y	(06) Overworld Tiles - 1F0 1F1 1F7	2007.06.28
046423	0472C1	GFX	Y	(07) Overworld Tiles - 1F7	2007.06.28
0472C2	04804E	GFX	Y	(08) Overworld Tiles - 1F7	2007.06.28
04804F	048C46	GFX	Y	(09) Overworld Tiles - 1F7	2007.06.28
048C47	048E32	GFX	Y	(0A) Overworld Tiles - 1F7	2007.06.28
048E33	049E44	GFX	Y	(0B) Overworld Tiles - 1F2	2007.06.28
049E45	04AD55	GFX	Y	(0C) Overworld Tiles - 1F2	2007.06.28
04AD56	04BD48	GFX	Y	(0D) Overworld Tiles - 1F2	2007.06.28
04BD49	04C703	GFX	Y	(0E) Overworld Tiles - 1F2	2007.06.28
04C704	04D3FE	GFX	Y	(0F) Overworld Tiles - 1F4 1F6	2007.06.28
04D3FF	04D944	GFX	Y	(10) Overworld Tiles - 1F4 1F6	2007.06.28
04D945	04DB30	GFX	Y	(11) Overworld Tiles - 1F4 1F6	2007.06.28
04DB31	04E881	GFX	Y	(12) Overworld Tiles - 1F5	2007.06.28
04E882	04F7AE	GFX	Y	(13) Overworld Tiles - 1F5	2007.06.28
04F7AF	04FD71	GFX	Y	(14) Overworld Tiles - 1F0 1F1 1F3 1F6	2007.06.28
04FD72	04FFC1	GFX	Y	(15) Overworld Tiles - 1F4	2007.06.28
04FFC2	04FFFF	---	N	UNUSED SPACE (62 bytes)	2007.06.28
050000	050EE7	GFX	Y	(16) Overworld Tiles - 1F5	2007.06.28
050EE8	051E25	GFX	Y	(17) Overworld Tiles - 1F5	2007.06.28
051E26	052E1B	GFX	Y	(18) Overworld Tiles - 1F5	2007.06.28
052E1C	053CC8	GFX	Y	(19) Overworld Tiles - 1F5	2007.06.28
053CC9	054A9A	GFX	Y	(1A) Overworld Tiles - 1F5	2007.06.28
054A9B	055A47	GFX	Y	(1B) Overworld Tiles - 1F3	2007.06.28
055A48	0565A4	GFX	Y	(1C) Overworld Tiles - 1F3	2007.06.28
0565A5	057150	GFX	Y	(1D) Overworld Tiles - 1F3	2007.06.28
057151	057FFF	GFX	Y	(1E) Overworld Tiles - 1F3	2007.06.28
058000	058B01	GFX	Y	(1F) Overworld Tiles - 1F3	2007.06.28
058B02	058F59	GFX	Y	(20) Overworld Tiles - 1F3	2007.06.28
058F5A	0597F6	GFX	Y	(21) Overworld Tiles - 1F3	2007.06.28
0597F7	059847	GFX	Y	(22) Overworld Tiles - 1F7	2007.06.28
059848	0598AB	GFX	Y	(23) Overworld Tiles - 1F2	2007.06.28
0598AC	059A55	GFX	Y	(24) Overworld Tiles ???	2007.06.28
059A56	05B113	GFX	Y	(00) Overworld Sprites - Player characters	2007.06.28
05B114	05B797	GFX	Y	(01) Overworld Sprites - Epoch	2007.06.28
05B798	05C6EC	GFX	Y	(02) Overworld Sprites - Lavos	2007.06.28
05C6ED	05CD20	GFX	Y	(03) Overworld Sprites - Black Omen	2007.06.28
05CD21	05D596	GFX	Y	"(04) Overworld Sprites - Boat, vortex, balloon, misc."	2007.06.28
05D597	05D80A	GFX	Y	"(05) Overworld Sprites - 1000 AD, smoke trail?"	2007.06.28
05D80B	05DA10	GFX	Y	(06) Overworld Sprites - Placeholder graphics	2007.06.28
05DA11	05E05C	GFX	Y	"(07) Overworld Sprites - Bird, Epoch, years, misc."	2007.06.28
05E05D	05EA14	GFX	Y	"(08) Overworld Sprites - Top of Magus Castle, misc."	2007.06.28
05EA15	05EC79	GFX	Y	"(09) Overworld Sprites - 600 AD, Magic Cave boulder?"	2007.06.28
05EC7A	05F2CA	GFX	Y	(0A) Overworld Sprites - Dactyl	2007.06.28
05F2CB	05FFFF	---	N	UNUSED SPACE (3381 bytes)	2007.06.28
060000	0607B5	GFX	Y	(0B) Overworld Sprites - Mt. Woe top	2007.06.28
0607B6	060E99	GFX	Y	"(0C) Overworld Sprites - Mt. Woe bottom, Blackbird, misc."	2007.06.28
060E9A	061E70	GFX	Y	(0D) Overworld Sprites - Deteriorating Zeal	2007.06.28
061E71	061FFF	---	N	UNUSED SPACE (399 bytes)	2007.06.28
062000	062410	DATA	Y	Compressed packet used by Epoch time gauge menu	2007.06.28
062411	0625DE	DATA	Y	(00) Overworld Exit Data - 1F0 1000 AD Present	2007.06.28
0625DF	062798	DATA	Y	(00) Overworld Exit Data - 1F1 600 AD Middle Ages	2007.06.28
062799	062833	DATA	Y	(00) Overworld Exit Data - 1F2 2300 AD Future	2007.06.28
062834	0628E3	DATA	Y	(00) Overworld Exit Data - 1F3 65000000 BC Prehistoric	2007.06.28
0628E4	062921	DATA	Y	(00) Overworld Exit Data - 1F4 12000 BC Dark Ages	2007.06.28
062922	062990	DATA	Y	(00) Overworld Exit Data - 1F5 12000 BC Zeal	2007.06.28
062991	0629D9	DATA	Y	(00) Overworld Exit Data - 1F6 12000 BC Last Village	2007.06.28
0629DA	0629EB	DATA	Y	(00) Overworld Exit Data - 1F7 1999 AD Apocalypse	2007.06.28
0629EC	063725	TASM	Y	(00) Overworld Tile Assembly L12 - 1F0 1F1	2007.06.28
063726	064111	TASM	Y	(01) Overworld Tile Assembly L12 - 1F7	2007.06.28
064112	064B7C	TASM	Y	(02) Overworld Tile Assembly L12 - 1F2	2007.06.28
064B7D	065666	TASM	Y	(03) Overworld Tile Assembly L12 - 1F3	2007.06.28
065667	0660BC	TASM	Y	(04) Overworld Tile Assembly L12 - 1F4 1F6	2007.06.28
0660BD	066A38	TASM	Y	(05) Overworld Tile Assembly L12 - 1F5	2007.06.28
066A39	06793E	MAP	Y	(00) Overworld Map - 1F0 1000 AD Present	2007.06.28
06793F	0688FD	MAP	Y	(01) Overworld Map - 1F1 600 AD Middle Ages	2007.06.28
0688FE	0690D6	MAP	Y	(02) Overworld Map - 1F7 1999 AD Apocalypse	2007.06.28
0690D7	069A88	MAP	Y	(03) Overworld Map - 1F2 2300 AD Future	2007.06.28
069A89	06AB74	MAP	Y	(04) Overworld Map - 1F3 65000000 BC Prehistoric	2007.06.28
06AB75	06BAC4	MAP	Y	(05) Overworld Map - 1F4 12000 BC Dark Ages	2007.06.28
06BAC5	06C356	MAP	Y	(06) Overworld Map - 1F6 12000 BC Last Village	2007.06.28
06C357	06C7F6	MAP	Y	(07) Overworld Map - 1F5 12000 BC Zeal	2007.06.28
06C7F7	06C993	TASM	Y	(00) Overworld Tile Assembly L3 - 1F0 1F3 1F5 1F6	2007.06.28
06C994	06CC0A	TASM	Y	(01) Overworld Tile Assembly L3 - 1F1	2007.06.28
06CC0B	06CD1E	TASM	Y	(02) Overworld Tile Assembly L3 - 1F7	2007.06.28
06CD1F	06CF71	TASM	Y	(03) Overworld Tile Assembly L3 - 1F2	2007.06.28
06CF72	06D2BF	TASM	Y	(04) Overworld Tile Assembly L3 - 1F4	2007.06.28
06D2C0	06D40F	TASM	Y	(05) Overworld Tile Assembly L3 ???	2007.06.28
06D410	06D53C	DATA	Y	(00) Overworld Tile Properties - 1F0	2007.06.28
06D53D	06D663	DATA	Y	(01) Overworld Tile Properties - 1F1	2007.06.28
06D664	06D725	DATA	Y	(02) Overworld Tile Properties - 1F2 1F7	2007.06.28
06D726	06D802	DATA	Y	(03) Overworld Tile Properties - 1F3	2007.06.28
06D803	06D8BD	DATA	Y	(04) Overworld Tile Properties - 1F4	2007.06.28
06D8BE	06D97B	DATA	Y	(05) Overworld Tile Properties - 1F6	2007.06.28
06D97C	06DA75	DATA	Y	(06) Overworld Tile Properties - 1F5	2007.06.28
06DA76	06DB72	DATA	Y	(00) Overworld Music Data - 1F0	2007.06.28
06DB73	06DC3B	DATA	Y	(01) Overworld Music Data - 1F1	2007.06.28
06DC3C	06DD04	DATA	Y	(02) Overworld Music Data - 1F2 1F3 1F4 1F5 1F6 1F7	2007.06.28
06DD05	06DFFF	---	N	UNUSED SPACE (763 bytes)	2007.06.28
06E000					2007.06.28
06E7BA	06E7C9	PTR	N	"Pointers to Overworld NLZ code (local, first at 06E7CA)"	2007.06.28
06E7CA	06E7E9	CODE	N	Overworld No Landing Zone code	2007.06.28
06E7EA					2007.06.28
06EE43	06EFFF	---	N	UNUSED SPACE (445 bytes)	2007.06.28
06F000	06F2D0	TXT	N	Location Names (09=End string)	2007.06.28
06F2D1	06F316	TXT	N	Years Text (09=End string)	2007.06.28
06F317	06F3FF	---	N	UNUSED SPACE (233 bytes)	2007.06.28
06F400	06F4D3	PTR	N	Pointers to Location Names (106 strings)	2007.06.28
06F4D4	06F4DF	PTR	N	Pointers to Years Text (6 strings)	2007.06.28
06F4E0					2007.06.28
06F700	06FAFF	DATA	N	Data used for Epoch time gauge menu	2007.06.28
06FB00	06FC50	DATA	Y	Compressed packet used by Epoch time gauge menu	2007.06.28
06FC51	06FCFF	---	N	UNUSED SPACE (175 bytes)	2007.06.28
06FD00	06FD0F	PTR	N	"Pointers to Overworld Data (local, first at 06FD10)"	2007.06.28
06FD10	06FDEF	DATA	N	Overworld Data (23 bytes each)	2007.06.28
06FDF0	06FE1F	PTR	N	Pointers to Overworld Sprites (first at 059A56)	2007.06.28
06FE20	06FE9F	PTR	N	Pointers to Overworld Tiles (first at 040000)	2007.06.28
06FEA0	06FEFF	PTR	N	Pointers to Overworld Palettes (first at 03CE49)	2007.06.28
06FF00	06FF1F	PTR	N	Pointers to Overworld Tile Assembly L12 (first at 0629EC)	2007.06.28
06FF20	06FF3F	PTR	N	Pointers to Overworld Maps (first at 066A39)	2007.06.28
06FF40	06FF7F	PTR	N	Pointers to Overworld Tile Assembly L3 (first at 06C7F7)	2007.06.28
06FF80	06FF9F	PTR	N	Pointers to Overworld Tile Properties (first at 06D410)	2007.06.28
06FFA0	06FFBF	PTR	N	Pointers to Overworld Music Data (first at 06DA76)	2007.06.28
06FFC0	06FFDF	PTR	N	Pointers to Overworld Exit Data (first at 062411)	2007.06.28
06FFE0	06FFFF	PTR	N	Pointers to Overworld Events (first at 038B74)	2007.06.28
070000					2007.06.28
070AE9	070AE9	DATA	N	Total number of songs ($51)	2007.06.28
070AEA	070BA3	PTR	N	Pointers to BRR (62 addresses)	2007.06.28
070BA4					2007.06.28
070D18	070E0A	PTR	N	Pointers to SPC Data	2007.06.28
070E0B	07182A	DATA	N	"Instrument Table, 32 bytes each"	2007.06.28
07182B					2007.06.28
072431	072432	DATA	N	Length of packet to follow	2007.06.28
072433	074021	DATA	N	"Unknown packet, contains SPC-700 routines"	2007.06.28
074022	074023	DATA	N	Length of packet to follow	2007.06.28
074024	074224	DATA	N	Unknown packet	2007.06.28
074225	074226	DATA	N	Length of packet to follow	2007.06.28
074227	07424A	DATA	N	Unknown packet	2007.06.28
07424B	07424C	DATA	N	Length of packet to follow	2007.06.28
07424D	074260	DATA	N	Unknown packet	2007.06.28
074261	074262	DATA	N	Length of packet to follow	2007.06.28
074263	074276	DATA	N	Unknown packet	2007.06.28
074277	074278	DATA	N	Length of Sound Effect packet to follow	2007.06.28
074279	074678	PTR	N	"Pointers (ARAM) to Sound Effects, 2 pointers each"	2007.06.28
074679	075A78	DATA	N	Sound Effects	2007.06.28
075A79	075A7A	DATA	N	Length of Sound Effect packet to follow	2007.06.28
075A7B	075E7A	PTR	N	"Pointers (ARAM) to Battle Sound Effects, 2 pointers each"	2007.06.28
075E7B	07727A	DATA	N	Battle Sound Effects	2007.06.28
07727B	07811C	BRR	N	(00)	2007.06.28
07811D	0788BF	BRR	N	(01)	2007.06.28
0788C0	078AEF	BRR	N	(02)	2007.06.28
078AF0	079AD5	BRR	N	(03)	2007.06.28
079AD6	07A281	BRR	N	(04)	2007.06.28
07A282	07B417	BRR	N	(05)	2007.06.28
07B418	07BE15	BRR	N	(06)	2007.06.28
07BE16	07CB46	BRR	N	(07)	2007.06.28
07CB47	07DF01	BRR	N	(08)	2007.06.28
07DF02	07E317	BRR	N	(09)	2007.06.28
07E318	07F4AD	BRR	N	(0A)	2007.06.28
07F4AE	08033D	BRR	N	(0B)	2007.06.28
08033E	080A98	BRR	N	(0C)	2007.06.28
080A99	08130A	BRR	N	(0D)	2007.06.28
08130B	081C54	BRR	N	(0E)	2007.06.28
081C55	082DA2	BRR	N	(0F)	2007.06.28
082DA3	08376A	BRR	N	(10)	2007.06.28
08376B	0845E8	BRR	N	(11)	2007.06.28
0845E9	0855E9	BRR	N	(12)	2007.06.28
0855EA	0859D2	BRR	N	(13)	2007.06.28
0859D3	086D2A	BRR	N	(14)	2007.06.28
086D2B	087CD1	BRR	N	(15)	2007.06.28
087CD2	0888C7	BRR	N	(16)	2007.06.28
0888C8	088E72	BRR	N	(17)	2007.06.28
088E73	089603	BRR	N	(18)	2007.06.28
089604	08A226	BRR	N	(19)	2007.06.28
08A227	08B185	BRR	N	(1A)	2007.06.28
08B186	08C5B5	BRR	N	(1B)	2007.06.28
08C5B6	08D421	BRR	N	(1C)	2007.06.28
08D422	08E12E	BRR	N	(1D)	2007.06.28
08E12F	08EC28	BRR	N	(1E)	2007.06.28
08EC29	08FB1B	BRR	N	(1F)	2007.06.28
08FB1C	090DA4	BRR	N	(20)	2007.06.28
090DA5	091AA8	BRR	N	(21)	2007.06.28
091AA9	093925	BRR	N	(22)	2007.06.28
093926	093FE7	BRR	N	(23)	2007.06.28
093FE8	094E2F	BRR	N	(24)	2007.06.28
094E30	0958C6	BRR	N	(25)	2007.06.28
0958C7	096972	BRR	N	(26)	2007.06.28
096973	097718	BRR	N	(27)	2007.06.28
097719	09A54C	BRR	N	(28)	2007.06.28
09A54D	09B1C0	BRR	N	(29)	2007.06.28
09B1C1	09BB64	BRR	N	(2A)	2007.06.28
09BB65	09D88B	BRR	N	(2B)	2007.06.28
09D88C	09E403	BRR	N	(2C)	2007.06.28
09E404	09ECCF	BRR	N	(2D)	2007.06.28
09ECD0	09F7A5	BRR	N	(2E)	2007.06.28
09F7A6	0A0704	BRR	N	(2F)	2007.06.28
0A0705	0A1663	BRR	N	(30)	2007.06.28
0A1664	0A2142	BRR	N	(31)	2007.06.28
0A2143	0A2963	BRR	N	(32)	2007.06.28
0A2964	0A2F7A	BRR	N	(33)	2007.06.28
0A2F7B	0A3CAB	BRR	N	(34)	2007.06.28
0A3CAC	0A4229	BRR	N	(35)	2007.06.28
0A422A	0A47D4	BRR	N	(36)	2007.06.28
0A47D5	0A522C	BRR	N	(37)	2007.06.28
0A522D	0A608F	BRR	N	(38)	2007.06.28
0A6090	0A7C06	BRR	N	(39)	2007.06.28
0A7C07	0A7F44	BRR	N	(3A)	2007.06.28
0A7F45	0A828B	BRR	N	(3B)	2007.06.28
0A828C	0A85D2	BRR	N	(3C)	2007.06.28
0A85D3	0A8A39	BRR	N	(3D)	2007.06.28
0A8A3A	0A8A5F	SPC	N	(00) Silence	2007.06.28
0A8A60	0A8F20	SPC	N	(01) 1.05 - Memories of Green	2007.06.28
0A8F21	0A93BB	SPC	N	(02) 1.09 - Wind Scene	2007.06.28
0A93BC	0A9A26	SPC	N	(03) 3.04 - Corridors of Time	2007.06.28
0A9A27	0A9CF2	SPC	N	"(04) 2.20 - Rhythm of Wind, Sky, and Earth"	2007.06.28
0A9CF3	0A9E30	SPC	N	(05) 2.01 - Ruined World	2007.06.28
0A9E31	0AAA17	SPC	N	(06) 1.06 - Guardia Millenial Fair	2007.06.28
0AAA18	0AAB61	SPC	N	(07) 3.09 - Far Off Promise	2007.06.28
0AAB62	0AB11F	SPC	N	(08) 1.11 - Secret of the Forest	2007.06.28
0AB120	0AB48F	SPC	N	(09) 3.05 - Zeal Palace	2007.06.28
0AB490	0AB8BA	SPC	N	(0A) 2.10 - Remains of Factory	2007.06.28
0AB8BB	0ABBA1	SPC	N	(0B) 2.19 - Ayla's Theme	2007.06.28
0ABBA2	0AC0BB	SPC	N	(0C) 1.13 - Courage and Pride	2007.06.28
0AC0BC	0AC5E7	SPC	N	(0D) 2.05 - Lavos' Theme	2007.06.28
0AC5E8	0AC82D	SPC	N	(0F) 1.03 - Morning Sunlight	2007.06.28
0AC82E	0AD059	SPC	N	(0E) 2.09 - Robo's Theme	2007.06.28
0AD05A	0AD180	SPC	N	(10) 1.15 - Manoria Cathedral	2007.06.28
0AD181	0AD2C2	SPC	N	(11) Sounds of the Ocean	2007.06.28
0AD2C3	0AD31B	SPC	N	(12) Leene's Bell	2007.06.28
0AD31C	0ADCEE	SPC	N	(13) 3.10 - Wings that Cross Time	2007.06.28
0ADCEF	0AE061	SPC	N	(14) 3.06 - Schala's Theme	2007.06.28
0AE062	0AE64A	SPC	N	(15) 2.14 - Delightful Spekkio	2007.06.28
0AE64B	0AECC1	SPC	N	(16) 1.23 - A Shot of Crisis	2007.06.28
0AECC2	0AF56A	SPC	N	(17) 1.21 - Kingdom Trial	2007.06.28
0AF56B	0B0079	SPC	N	(18) 1.02 - Chrono Trigger	2007.06.28
0B007A	0B0101	SPC	N	(19) Blackbird Interior	2007.06.28
0B0102	0B018E	SPC	N	(1A) Blackbird Exterior	2007.06.28
0B018F	0B0550	SPC	N	(1B) 1.20 - Fanfare 1	2007.06.28
0B0551	0B06F5	SPC	N	(1C) 2.12 - Fanfare 2	2007.06.28
0B06F6	0B0A9F	SPC	N	(1D) 3.03 - At the Bottom of the Night	2007.06.28
0B0AA0	0B1061	SPC	N	(1E) 1.04 - Peaceful Day	2007.06.28
0B1062	0B135F	SPC	N	(1F) 1.08 - A Strange Happening	2007.06.28
0B1360	0B13C3	SPC	N	(20) Dungeon Dripping Noise	2007.06.28
0B13C4	0B1443	SPC	N	(21) Running Water	2007.06.28
0B1444	0B14D9	SPC	N	(22) Wind	2007.06.28
0B14DA	0B199E	SPC	N	(23) 1.22 - The Hidden Truth	2007.06.28
0B199F	0B1A5F	SPC	N	(24) 1.16 - A Prayer to the Road that Leads	2007.06.28
0B1A60	0B1B83	SPC	N	(25) 1.14 - Huh?	2007.06.28
0B1B84	0B1CC6	SPC	N	(26) 2.06 - The Day the World Revived	2007.06.28
0B1CC7	0B224E	SPC	N	(27) 2.07 - Robo Gang Johnny	2007.06.28
0B224F	0B2B73	SPC	N	(28) 2.24 - Battle with Magus	2007.06.28
0B2B74	0B337C	SPC	N	(29) 1.18 - Boss Battle 1	2007.06.28
0B337D	0B39A5	SPC	N	(2A) 1.19 - Frog's Theme	2007.06.28
0B39A6	0B9A78	SPC	N	(2B) 1.10 - Goodnight	2007.06.28
0B3D94	0B41E2	SPC	N	(2D) 2.04 - People who Threw Away the Will to Live	2007.06.28
0B41E3	0B427B	SPC	N	(2E) 2.02 - Mystery of the Past	2007.06.28
0B427C	0B4703	SPC	N	(2F) 2.16 - Underground Sewer	2007.06.28
0B4704	0B4990	SPC	N	(30) 1.01 - Presentiment	2007.06.28
0B4991	0B4E7B	SPC	N	(31) 3.08 - Undersea Palace	2007.06.28
0B4E7C	0B59D7	SPC	N	(32) 3.14 - Last Battle	2007.06.28
0B59D8	0B601E	SPC	N	(33) 2.03 - Lab 16's Ruins	2007.06.28
0B601F	0B60AC	SPC	N	(34) Inside the Shell	2007.06.28
0B60AD	0B6168	SPC	N	(35) Quake	2007.06.28
0B6169	0B64F7	SPC	N	(36) 2.21 - Burn!  Bobonga!	2007.06.28
0B64F8	0B6594	SPC	N	(37) Wormhole	2007.06.28
0B6595	0B6E93	SPC	N	(38) 2.18 - Primitive Mountain	2007.06.28
0B6E94	0B7BBD	SPC	N	(39) 3.13 - World Revolution	2007.06.28
0B7BBE	0B7CC4	SPC	N	(3A) Lavos Scream	2007.06.28
0B7CC5	0B836E	SPC	N	(3B) 3.07 - Sealed Door	2007.06.28
0B836F	0B8ABD	SPC	N	(3C) 1.17 - Silent Light	2007.06.28
0B8ABE	0B8BCE	SPC	N	(3D) 2.15 - Fanfare 3	2007.06.28
0B8BCF	0B8FD1	SPC	N	(3E) 2.13 - The Brink of Time	2007.06.28
0B8FD2	0BA2A5	SPC	N	(3F) 3.17 - To Far Away Times	2007.06.28
0B9A79	0B3D93	SPC	N	(2C) 2.08 - Bike Chase	2007.06.28
0BA2A6	0BA3C1	SPC	N	(40) 2.23 - Confusing Melody	2007.06.28
0BA3C2	0BA4D8	SPC	N	(41) Hail Magus	2007.06.28
0BA4D9	0BA63A	SPC	N	(42) 1.07 - Gonzales' Song	2007.06.28
0BA63B	0BA696	SPC	N	(43) Heckran Cave Water	2007.06.28
0BA697	0BAF10	SPC	N	(44) 3.11 - Black Dream	2007.06.28
0BAF11	0BB572	SPC	N	(45) 1.12 - Battle 1	2007.06.28
0BB573	0BBF43	SPC	N	(46) 3.02 - Tyran Castle	2007.06.28
0BBF44	0BC0F3	SPC	N	(47) Tsunami	2007.06.28
0BC0F4	0BC266	SPC	N	(48) 2.22 - Magus' Castle	2007.06.28
0BC267	0BCBC0	SPC	N	(49) 3.15 - First Festival of Stars	2007.06.28
0BCBC1	0BCCB9	SPC	N	(4A) The Destruction of Zeal	2007.06.28
0BCCBA	0BCD2A	SPC	N	(4B) Ocean Tide	2007.06.28
0BCD2B	0BCDA0	SPC	N	(4C) Lavos' Breath	2007.06.28
0BCDA1	0BD282	SPC	N	(4D) 3.16 - Epilogue - To Good Friends	2007.06.28
0BD283	0BDFAD	SPC	N	(4E) 2.17 - Boss Battle 2	2007.06.28
0BDFAE	0BE0AB	SPC	N	(4F) ?.?? - Fanfare 4	2007.06.28
0BE0AC	0BE7FC	SPC	N	(50) 3.12 - Determination	2007.06.28
0BE7FD	0BE8DB	JUNK	N	Overwritten (50) 3.12 - Determination	2007.06.28
0BE8DC	0BEB75	JUNK	N	Overwritten (50) 3.12 - Determination	2007.06.28
0BEB76	0BEE44	JUNK	N	(Unk) ?.?? - Fanfare 5 ???	2007.06.28
0BEE45	0BEF51	JUNK	N	Overwritten (Unk) ?.?? - Fanfare 5 ???	2007.06.28
0BEF52	0BEFE4	JUNK	N	Overwritten (50) 3.12 - Determination	2007.06.28
0BEFE5	0BF2B3	JUNK	N	(Unk) ?.?? - Fanfare 5 ???	2007.06.28
0BF2B4	0BF72F	JUNK	N	Overwritten (50) 3.12 - Determination	2007.06.28
0BF730	0BF98E	JUNK	N	Overwritten (50) 3.12 - Determination	2007.06.28
0BF98F	0BFF90	JUNK	N	Overwritten (50) 3.12 - Determination	2007.06.28
0BFF91	0BFFFF	---	N	UNUSED SPACE (111 bytes)	2007.06.28
0C0000	0C004F	DATA	N	Crono stats	2007.06.28
0C0050	0C009F	DATA	N	Marle stats	2007.06.28
0C00A0	0C00EF	DATA	N	Lucca stats	2007.06.28
0C00F0	0C013F	DATA	N	Robo stats	2007.06.28
0C0140	0C018F	DATA	N	Frog stats	2007.06.28
0C0190	0C01DF	DATA	N	Ayla stats	2007.06.28
0C01E0	0C022F	DATA	N	Magus stats	2007.06.28
0C0230	0C0236	DATA	N	"Tech to learn next (1 byte ea., copied to 7E2830-7E2836)"	2007.06.28
0C0237	0C023D	DATA	N	"Single Techs learned (1 byte ea., copied to 7E2837-7E283D)"	2007.06.28
0C023E	0C024C	DATA	N	"Double Techs learned (1 byte ea., copied to 7E283E-7E284C)"	2007.06.28
0C024D	0C0256	DATA	N	"Triple Techs learned (1 byte ea., copied to 7E284D-7E2856)"	2007.06.28
0C0257	0C025B	DATA	N	"Triple Techs w/rocks (1 byte ea., copied to 7E2857-7E285B)"	2007.06.28
0C025C	0C0261	DATA	N	"All $FF, 6 bytes total, unused? (copied to 7E285C-7E2861)"	2007.06.28
0C0262					2007.06.28
0C0B5E	0C13DF	TXT	N	"Item Names (9 bytes each, 242 strings)"	2007.06.28
