FirstByte	LastByte	Type	Compressed	Description	Modified
15A040	15B298	GFX	Y	(A6) NPC and Enemy Graphics - Masa/Mune	2007.06.28
15B299	15E295	GFX	Y	(A7) NPC and Enemy Graphics - Masa & Mune (boss)	2007.06.28
15E296	15E2D2	GFX	Y	(A9) NPC and Enemy Graphics - empty packet?	2007.06.28
15E2D3	15FFFF	---	N	UNUSED SPACE (7469 bytes)	2007.06.28
160000	161741	GFX	Y	"(5B) NPC and Enemy Graphics - Imp, Octo"	2007.06.28
161742	162C30	GFX	Y	(5C) NPC and Enemy Graphics	2007.06.28
162C31	1640A3	GFX	Y	(60) NPC and Enemy Graphics - Free Lancer	2007.06.28
1640A4	165D34	GFX	Y	(74) NPC and Enemy Graphics - Evilweevil	2007.06.28
165D35	1663FB	GFX	Y	(53) NPC and Enemy Graphics - Kilwala	2007.06.28
1663FC	16775F	GFX	Y	(63) NPC and Enemy Graphics - Proto	2007.06.28
167760	168153	GFX	Y	(64) NPC and Enemy Graphics - Frog	2007.06.28
168154	1696F7	GFX	Y	(65) NPC and Enemy Graphics - Nu	2007.06.28
1696F8	16A2E4	GFX	Y	(66) NPC and Enemy Graphics	2007.06.28
16A2E5	16AECB	GFX	Y	(67) NPC and Enemy Graphics - Runner	2007.06.28
16AECC	16B9CE	GFX	Y	(68) NPC and Enemy Graphics	2007.06.28
16B9CF	16BECF	GFX	Y	(69) NPC and Enemy Graphics - Bat	2007.06.28
16BED0	16C5D2	GFX	Y	(6B) NPC and Enemy Graphics - Rat	2007.06.28
16C5D3	16CC7F	GFX	Y	(6C) NPC and Enemy Graphics - Shield	2007.06.28
16CC80	16DB1E	GFX	Y	(6E) NPC and Enemy Graphics	2007.06.28
16DB1F	16EAC3	GFX	Y	(AF) NPC and Enemy Graphics	2007.06.28
16EAC4	16FE2D	GFX	Y	(6F) NPC and Enemy Graphics	2007.06.28
16FE2E	16FFFF	---	N	UNUSED SPACE (466 bytes)	2007.06.28
170000	170816	GFX	Y	(70) NPC and Enemy Graphics	2007.06.28
170817	1725D6	GFX	Y	(71) NPC and Enemy Graphics - Gargoyle	2007.06.28
1725D7	172FF4	GFX	Y	(72) NPC and Enemy Graphics	2007.06.28
172FF5	1749ED	GFX	Y	(73) NPC and Enemy Graphics - Beast	2007.06.28
1749EE	174F0F	GFX	Y	(62) NPC and Enemy Graphics	2007.06.28
174F10	1754BA	GFX	Y	(61) NPC and Enemy Graphics - Jinn Bottle	2007.06.28
1754BB	175A93	GFX	Y	(6A) NPC and Enemy Graphics - Scout	2007.06.28
175A94	177FC6	GFX	Y	(75) NPC and Enemy Graphics	2007.06.28
177FC7	1788DA	GFX	Y	(5D) NPC and Enemy Graphics	2007.06.28
1788DB	179415	GFX	Y	(5E) NPC and Enemy Graphics - Beetle	2007.06.28
179416	179A22	GFX	Y	(5F) NPC and Enemy Graphics	2007.06.28
179A23	17C0AE	GFX	Y	(59) NPC and Enemy Graphics	2007.06.28
17C0AF	17CC59	GFX	Y	(6D) NPC and Enemy Graphics	2007.06.28
17CC5A	17E99F	GFX	Y	(55) NPC and Enemy Graphics	2007.06.28
17E9A0	17FFFF	---	N	UNUSED SPACE (5728 bytes)	2007.06.28
180000	181807	GFX	Y	"(58) NPC and Enemy Graphics - Imp, Roly"	2007.06.28
181808	18343C	GFX	Y	(5A) NPC and Enemy Graphics	2007.06.28
18343D	1840FE	GFX	Y	(51) NPC and Enemy Graphics - Reptite	2007.06.28
1840FF	185755	GFX	Y	(50) NPC and Enemy Graphics	2007.06.28
185756	188490	GFX	Y	(52) NPC and Enemy Graphics - Terrasaur	2007.06.28
188491	18A1E0	GFX	Y	(54) NPC and Enemy Graphics - Krawlie	2007.06.28
18A1E1	18BF5F	GFX	Y	(56) NPC and Enemy Graphics	2007.06.28
18BF60	18CE1C	GFX	Y	(57) NPC and Enemy Graphics	2007.06.28
18CE1D	18FFFF	---	N	UNUSED SPACE (12771 bytes)	2007.06.28
190000	190726	GFX	Y	(07) NPC and Enemy Graphics	2007.06.28
190727	190DE5	GFX	Y	(08) NPC and Enemy Graphics	2007.06.28
190DE6	191330	GFX	Y	(09) NPC and Enemy Graphics	2007.06.28
191331	19181D	GFX	Y	(0A) NPC and Enemy Graphics	2007.06.28
19181E	191DE1	GFX	Y	(0B) NPC and Enemy Graphics - shopkeeper	2007.06.28
191DE2	192391	GFX	Y	(0C) NPC and Enemy Graphics	2007.06.28
192392	192979	GFX	Y	(0D) NPC and Enemy Graphics	2007.06.28
19297A	193006	GFX	Y	(0E) NPC and Enemy Graphics	2007.06.28
193007	1935D0	GFX	Y	(0F) NPC and Enemy Graphics	2007.06.28
1935D1	193C33	GFX	Y	(10) NPC and Enemy Graphics	2007.06.28
193C34	1942A4	GFX	Y	(11) NPC and Enemy Graphics	2007.06.28
1942A5	194977	GFX	Y	(12) NPC and Enemy Graphics	2007.06.28
194978	19511F	GFX	Y	(13) NPC and Enemy Graphics - Doan	2007.06.28
195120	1959BB	GFX	Y	(7F) NPC and Enemy Graphics	2007.06.28
1959BC	1960F2	GFX	Y	(80) NPC and Enemy Graphics	2007.06.28
1960F3	196709	GFX	Y	(8C) NPC and Enemy Graphics	2007.06.28
19670A	196B4A	GFX	Y	(14) NPC and Enemy Graphics	2007.06.28
196B4B	196F49	GFX	Y	(15) NPC and Enemy Graphics	2007.06.28
196F4A	1972FA	GFX	Y	(16) NPC and Enemy Graphics	2007.06.28
1972FB	19772E	GFX	Y	(17) NPC and Enemy Graphics	2007.06.28
19772F	197FEF	GFX	Y	(18) NPC and Enemy Graphics	2007.06.28
197FF0	19894A	GFX	Y	(19) NPC and Enemy Graphics	2007.06.28
19894B	1990CA	GFX	Y	(Unk) NPC and Enemy Graphics - Chancellor	2007.06.28
1990CB	199CC6	GFX	Y	(1B) NPC and Enemy Graphics - Chancellor	2007.06.28
199CC7	19A587	GFX	Y	(1C) NPC and Enemy Graphics - Melchior	2007.06.28
19A588	19B2DC	GFX	Y	(1D) NPC and Enemy Graphics	2007.06.28
19B2DD	19BB62	GFX	Y	(1E) NPC and Enemy Graphics	2007.06.28
19BB63	19C3E9	GFX	Y	(27) NPC and Enemy Graphics	2007.06.28
19C3EA	19CA9E	GFX	Y	(81) NPC and Enemy Graphics	2007.06.28
19CA9F	19D590	GFX	Y	(23) NPC and Enemy Graphics	2007.06.28
19D591	19DE3A	GFX	Y	(24) NPC and Enemy Graphics	2007.06.28
19DE3B	19E5A2	GFX	Y	(1A) NPC and Enemy Graphics	2007.06.28
19E5A3	19EF1E	GFX	Y	(26) NPC and Enemy Graphics - Schala	2007.06.28
19EF1F	19FFFF	---	N	UNUSED SPACE (4321 bytes)	2007.06.28
1A0000	1A08CC	GFX	Y	(22) NPC and Enemy Graphics - dinosaur (unused)	2007.06.28
1A08CD	1A13B8	GFX	Y	(21) NPC and Enemy Graphics	2007.06.28
1A13B9	1A1D8C	GFX	Y	(20) NPC and Enemy Graphics - Kino	2007.06.28
1A1D8D	1A2037	GFX	Y	(2B) NPC and Enemy Graphics - cat	2007.06.28
1A2038	1A2121	GFX	Y	(4E) NPC and Enemy Graphics	2007.06.28
1A2122	1A21AF	GFX	Y	(4F) NPC and Enemy Graphics	2007.06.28
1A21B0	1A2216	GFX	Y	(76) NPC and Enemy Graphics	2007.06.28
1A2217	1A24A3	GFX	Y	(77) NPC and Enemy Graphics	2007.06.28
1A24A4	1A2532	GFX	Y	(78) NPC and Enemy Graphics	2007.06.28
1A2533	1A25EA	GFX	Y	(79) NPC and Enemy Graphics	2007.06.28
1A25EB	1A2A41	GFX	Y	(7A) NPC and Enemy Graphics	2007.06.28
1A2A42	1A2BC5	GFX	Y	(7B) NPC and Enemy Graphics	2007.06.28
1A2BC6	1A2C7A	GFX	Y	(7C) NPC and Enemy Graphics	2007.06.28
1A2C7B	1A2DDF	GFX	Y	(2F) NPC and Enemy Graphics	2007.06.28
1A2DE0	1A2E97	GFX	Y	(30) NPC and Enemy Graphics	2007.06.28
1A2E98	1A2EDB	GFX	Y	(31) NPC and Enemy Graphics	2007.06.28
1A2EDC	1A2FF6	GFX	Y	(32) NPC and Enemy Graphics	2007.06.28
1A2FF7	1A3063	GFX	Y	(33) NPC and Enemy Graphics	2007.06.28
1A3064	1A31EC	GFX	Y	(34) NPC and Enemy Graphics	2007.06.28
1A31ED	1A34C4	GFX	Y	(35) NPC and Enemy Graphics	2007.06.28
1A34C5	1A353D	GFX	Y	(36) NPC and Enemy Graphics	2007.06.28
1A353E	1A3684	GFX	Y	(37) NPC and Enemy Graphics	2007.06.28
1A3685	1A3756	GFX	Y	(38) NPC and Enemy Graphics	2007.06.28
1A3757	1A3961	GFX	Y	(39) NPC and Enemy Graphics	2007.06.28
1A3962	1A3C64	GFX	Y	(3A) NPC and Enemy Graphics	2007.06.28
1A3C65	1A3D2B	GFX	Y	(3B) NPC and Enemy Graphics	2007.06.28
1A3D2C	1A411D	GFX	Y	(3C) NPC and Enemy Graphics	2007.06.28
1A411E	1A43DB	GFX	Y	(3D) NPC and Enemy Graphics	2007.06.28
1A43DC	1A44AA	GFX	Y	(3E) NPC and Enemy Graphics	2007.06.28
1A44AB	1A4551	GFX	Y	(3F) NPC and Enemy Graphics	2007.06.28
1A4552	1A4584	GFX	Y	(40) NPC and Enemy Graphics	2007.06.28
1A4585	1A460B	GFX	Y	(41) NPC and Enemy Graphics	2007.06.28
1A460C	1A468D	GFX	Y	(42) NPC and Enemy Graphics	2007.06.28
1A468E	1A46D3	GFX	Y	(43) NPC and Enemy Graphics	2007.06.28
1A46D4	1A472C	GFX	Y	(44) NPC and Enemy Graphics	2007.06.28
1A472D	1A47B9	GFX	Y	(45) NPC and Enemy Graphics	2007.06.28
1A47BA	1A4847	GFX	Y	(46) NPC and Enemy Graphics	2007.06.28
1A4848	1A48DA	GFX	Y	(47) NPC and Enemy Graphics	2007.06.28
1A48DB	1A4961	GFX	Y	(48) NPC and Enemy Graphics - diamond (placeholder)	2007.06.28
1A4962	1A49C5	GFX	Y	(49) NPC and Enemy Graphics	2007.06.28
1A49C6	1A4AAE	GFX	Y	(4A) NPC and Enemy Graphics	2007.06.28
1A4AAF	1A4B3C	GFX	Y	(4B) NPC and Enemy Graphics	2007.06.28
1A4B3D	1A4BBD	GFX	Y	(4C) NPC and Enemy Graphics	2007.06.28
1A4BBE	1A4C3F	GFX	Y	(4D) NPC and Enemy Graphics	2007.06.28
1A4C40	1A4FE6	GFX	Y	(2C) NPC and Enemy Graphics	2007.06.28
1A4FE7	1A52DA	GFX	Y	(2D) NPC and Enemy Graphics	2007.06.28
1A52DB	1A58BC	GFX	Y	(1F) NPC and Enemy Graphics	2007.06.28
1A58BD	1A6090	GFX	Y	(82) NPC and Enemy Graphics	2007.06.28
1A6091	1A696C	GFX	Y	(28) NPC and Enemy Graphics	2007.06.28
1A696D	1A6EB0	GFX	Y	(29) NPC and Enemy Graphics	2007.06.28
1A6EB1	1A708D	GFX	Y	(83) NPC and Enemy Graphics	2007.06.28
1A708E	1A711F	GFX	Y	(2E) NPC and Enemy Graphics	2007.06.28
1A7120	1A75C3	GFX	Y	(2A) NPC and Enemy Graphics	2007.06.28
1A75C4	1A7E41	GFX	Y	(84) NPC and Enemy Graphics	2007.06.28
1A7E42	1A851B	GFX	Y	(85) NPC and Enemy Graphics	2007.06.28
1A851C	1A8850	GFX	Y	(86) NPC and Enemy Graphics	2007.06.28
1A8851	1A8C22	GFX	Y	(88) NPC and Enemy Graphics	2007.06.28
1A8C23	1A9283	GFX	Y	(8A) NPC and Enemy Graphics	2007.06.28
1A9284	1A9A39	GFX	Y	(89) NPC and Enemy Graphics	2007.06.28
1A9A3A	1AA8EB	GFX	Y	(25) NPC and Enemy Graphics	2007.06.28
1AA8EC	1AADB6	GFX	Y	(8B) NPC and Enemy Graphics	2007.06.28
1AADB7	1AB00E	GFX	Y	(95) NPC and Enemy Graphics	2007.06.28
1AB00F	1ABC9A	GFX	Y	(96) NPC and Enemy Graphics	2007.06.28
1ABC9B	1ABD33	GFX	Y	(97) NPC and Enemy Graphics	2007.06.28
1ABD34	1ABEBE	GFX	Y	(98) NPC and Enemy Graphics	2007.06.28
1ABEBF	1ABFBB	GFX	Y	(99) NPC and Enemy Graphics	2007.06.28
1ABFBC	1AC05C	GFX	Y	(9A) NPC and Enemy Graphics	2007.06.28
1AC05D	1AC229	GFX	Y	(9F) NPC and Enemy Graphics	2007.06.28
1AC22A	1AC36E	GFX	Y	(9B) NPC and Enemy Graphics	2007.06.28
1AC36F	1AC42A	GFX	Y	(9E) NPC and Enemy Graphics	2007.06.28
1AC42B	1AD030	GFX	Y	(A0) NPC and Enemy Graphics	2007.06.28
1AD031	1AD13F	GFX	Y	(A1) NPC and Enemy Graphics	2007.06.28
1AD140	1AD1CA	GFX	Y	(A2) NPC and Enemy Graphics	2007.06.28
1AD1CB	1AD393	GFX	Y	(AA) NPC and Enemy Graphics	2007.06.28
1AD394	1AD3BA	GFX	Y	(B0) NPC and Enemy Graphics	2007.06.28
1AD3BB	1AD477	GFX	Y	(AB) NPC and Enemy Graphics	2007.06.28
1AD478	1AD7E5	GFX	Y	(B1) NPC and Enemy Graphics	2007.06.28
1AD7E6	1AD876	GFX	Y	(B2) NPC and Enemy Graphics	2007.06.28
1AD877	1AD99C	GFX	Y	(B5) NPC and Enemy Graphics	2007.06.28
1AD99D	1ADB97	GFX	Y	(B6) NPC and Enemy Graphics	2007.06.28
1ADB98	1ADC4C	GFX	Y	(B7) NPC and Enemy Graphics	2007.06.28
1ADC4D	1ADC9F	GFX	Y	(BD) NPC and Enemy Graphics	2007.06.28
1ADCA0	1ADE62	GFX	Y	(BE) NPC and Enemy Graphics	2007.06.28
1ADE63	1ADEAF	GFX	Y	(BF) NPC and Enemy Graphics	2007.06.28
1ADEB0	1AE375	GFX	Y	(C0) NPC and Enemy Graphics	2007.06.28
1AE376	1AE438	GFX	Y	(C1) NPC and Enemy Graphics	2007.06.28
1AE439	1AE5EA	GFX	Y	(C2) NPC and Enemy Graphics	2007.06.28
1AE5EB	1AE9A7	GFX	Y	(C5) NPC and Enemy Graphics	2007.06.28
1AE9A8	1AEA43	GFX	Y	(C6) NPC and Enemy Graphics	2007.06.28
1AEA44	1AEBDD	GFX	Y	(C7) NPC and Enemy Graphics	2007.06.28
1AEBDE	1AEC3F	GFX	Y	(C9) NPC and Enemy Graphics	2007.06.28
1AEC40	1AED37	GFX	Y	(CA) NPC and Enemy Graphics	2007.06.28
1AED38	1AEE41	GFX	Y	(CB) NPC and Enemy Graphics	2007.06.28
1AEE42	1AEF66	GFX	Y	(CC) NPC and Enemy Graphics	2007.06.28
1AEF67	1AF157	GFX	Y	(CD) NPC and Enemy Graphics	2007.06.28
1AF158	1AF1D3	GFX	Y	(CF) NPC and Enemy Graphics	2007.06.28
1AF1D4	1BFFFF	---	N	UNUSED SPACE (69164 bytes)	2007.06.28
1C0000	1C27AF	SASM	N	(06) Sprite Assembly - Magus	2007.06.28
1C27B0	1C4C67	SASM	N	(00) Sprite Assembly - Crono	2007.06.28
1C4C68	1C725F	SASM	N	(02) Sprite Assembly - Lucca	2007.06.28
1C7260	1C978F	SASM	N	(04) Sprite Assembly - Frog	2007.06.28
1C9790	1CBCBF	SASM	N	(01) Sprite Assembly - Marle	2007.06.28
1CBCC0	1CDBD7	SASM	N	"(03) Sprite Assembly - Robo, R Series"	2007.06.28
1CDBD8	1CFFFF	---	N	UNUSED SPACE (9256 bytes)	2007.06.28
1D0000	1D040F	SASM	N	(21) Sprite Assembly	2007.06.28
1D0410	1D0757	SASM	N	(22) Sprite Assembly	2007.06.28
1D0758	1D0FC7	SASM	N	(23) Sprite Assembly	2007.06.28
1D0FC8	1D121F	SASM	N	(24) Sprite Assembly	2007.06.28
1D1220	1D1517	SASM	N	(2C) Sprite Assembly	2007.06.28
1D1518	1D17BF	SASM	N	(2E) Sprite Assembly	2007.06.28
1D17C0	1D1F8F	SASM	N	(2D) Sprite Assembly	2007.06.28
1D1F90	1D23EF	SASM	N	(2F) Sprite Assembly	2007.06.28
1D23F0	1D2557	SASM	N	(30) Sprite Assembly	2007.06.28
1D2558	1D289F	SASM	N	(31) Sprite Assembly	2007.06.28
1D28A0	1D29DF	SASM	N	(32) Sprite Assembly	2007.06.28
1D29E0	1D2ACF	SASM	N	(33) Sprite Assembly	2007.06.28
1D2AD0	1D2DEF	SASM	N	(34) Sprite Assembly	2007.06.28
1D2DF0	1D3457	SASM	N	(35) Sprite Assembly	2007.06.28
1D3458	1D360F	SASM	N	(36) Sprite Assembly	2007.06.28
1D3610	1D3777	SASM	N	(37) Sprite Assembly	2007.06.28
1D3778	1D3B5F	SASM	N	(38) Sprite Assembly	2007.06.28
1D3B60	1D3F6F	SASM	N	(39) Sprite Assembly	2007.06.28
1D3F70	1D432F	SASM	N	(3A) Sprite Assembly	2007.06.28
1D4330	1D4627	SASM	N	(3B) Sprite Assembly	2007.06.28
1D4628	1D4A0F	SASM	N	(3C) Sprite Assembly	2007.06.28
1D4A10	1D4C3F	SASM	N	(3D) Sprite Assembly	2007.06.28
1D4C40	1D4FAF	SASM	N	(3E) Sprite Assembly	2007.06.28
1D4FB0	1D53BF	SASM	N	(3F) Sprite Assembly	2007.06.28
1D53C0	1D55C7	SASM	N	(40) Sprite Assembly	2007.06.28
1D55C8	1D5ED7	SASM	N	(41) Sprite Assembly	2007.06.28
1D5ED8	1D6017	SASM	N	(42) Sprite Assembly	2007.06.28
1D6018	1D612F	SASM	N	(43) Sprite Assembly	2007.06.28
1D6130	1D6337	SASM	N	(44) Sprite Assembly	2007.06.28
1D6338	1D66CF	SASM	N	(45) Sprite Assembly	2007.06.28
1D66D0	1D6ADF	SASM	N	(46) Sprite Assembly	2007.06.28
1D6AE0	1D6E9F	SASM	N	(47) Sprite Assembly	2007.06.28
1D6EA0	1D748F	SASM	N	(48) Sprite Assembly	2007.06.28
1D7490	1D784F	SASM	N	(49) Sprite Assembly	2007.06.28
1D7850	1D7C37	SASM	N	(4A) Sprite Assembly	2007.06.28
1D7C38	1D7E67	SASM	N	(4B) Sprite Assembly	2007.06.28
1D7E68	1D84CF	SASM	N	(4C) Sprite Assembly	2007.06.28
1D84D0	1D860F	SASM	N	(4D) Sprite Assembly	2007.06.28
1D8610	1D874F	SASM	N	(4E) Sprite Assembly	2007.06.28
1D8750	1D888F	SASM	N	(4F) Sprite Assembly	2007.06.28
1D8890	1D90FF	SASM	N	(50) Sprite Assembly	2007.06.28
1D9100	1D9677	SASM	N	(51) Sprite Assembly	2007.06.28
1D9678	1D9A87	SASM	N	(52) Sprite Assembly	2007.06.28
1D9A88	1D9E97	SASM	N	(53) Sprite Assembly	2007.06.28
1D9E98	1DA6B7	SASM	N	(54) Sprite Assembly	2007.06.28
1DA6B8	1DAF27	SASM	N	(55) Sprite Assembly	2007.06.28
1DAF28	1DB607	SASM	N	(56) Sprite Assembly	2007.06.28
1DB608	1DB8FF	SASM	N	(07) Sprite Assembly	2007.06.28
1DB900	1DBB7F	SASM	N	(08) Sprite Assembly	2007.06.28
1DBB80	1DBDFF	SASM	N	(09) Sprite Assembly	2007.06.28
1DBE00	1DC02F	SASM	N	(0A) Sprite Assembly	2007.06.28
1DC030	1DC287	SASM	N	(0B) Sprite Assembly	2007.06.28
1DC288	1DC61F	SASM	N	(0C) Sprite Assembly	2007.06.28
1DC620	1DC9B7	SASM	N	(0D) Sprite Assembly	2007.06.28
1DC9B8	1DCC5F	SASM	N	(7A) Sprite Assembly	2007.06.28
1DCC60	1DCFA7	SASM	N	(7B) Sprite Assembly	2007.06.28
1DCFA8	1DD42F	SASM	N	(0E) Sprite Assembly	2007.06.28
1DD430	1DD777	SASM	N	(10) Sprite Assembly	2007.06.28
1DD778	1DDA47	SASM	N	(11) Sprite Assembly	2007.06.28
1DDA48	1DDC9F	SASM	N	(12) Sprite Assembly	2007.06.28
1DDCA0	1DE05F	SASM	N	(13) Sprite Assembly	2007.06.28
1DE060	1DE307	SASM	N	(14) Sprite Assembly	2007.06.28
1DE308	1DE6EF	SASM	N	(15) Sprite Assembly	2007.06.28
1DE6F0	1DEA37	SASM	N	(16) Sprite Assembly	2007.06.28
1DEA38	1DED57	SASM	N	(17) Sprite Assembly	2007.06.28
1DED58	1DF22F	SASM	N	(18) Sprite Assembly	2007.06.28
1DF230	1DF577	SASM	N	(19) Sprite Assembly	2007.06.28
1DF578	1DFFFF	SASM	N	"(0F) Sprite Assembly *TODO: find end range, free space*"	2007.06.28
1E0000	1E27D7	SASM	N	(05) Sprite Assembly - Ayla	2007.06.28
1E27D8	1E2B47	SASM	N	(20) Sprite Assembly	2007.06.28
1E2B48	1E2EDF	SASM	N	(1B) Sprite Assembly	2007.06.28
1E2EE0	1E3137	SASM	N	(1C) Sprite Assembly	2007.06.28
1E3138	1E3457	SASM	N	(1D) Sprite Assembly	2007.06.28
1E3458	1E3637	SASM	N	(1E) Sprite Assembly	2007.06.28
1E3638	1E3777	SASM	N	(1F) Sprite Assembly	2007.06.28
1E3778	1E3817	SASM	N	(7C) Sprite Assembly	2007.06.28
1E3818	1E388F	SASM	N	(57) Sprite Assembly	2007.06.28
1E3890	1E3907	SASM	N	(58) Sprite Assembly	2007.06.28
1E3908	1E39A7	SASM	N	(59) Sprite Assembly	2007.06.28
1E39A8	1E3A1F	SASM	N	(5A) Sprite Assembly	2007.06.28
1E3A20	1E3A97	SASM	N	(5B) Sprite Assembly	2007.06.28
1E3A98	1E3B37	SASM	N	(5C) Sprite Assembly	2007.06.28
1E3B38	1E3BAF	SASM	N	(5D) Sprite Assembly	2007.06.28
1E3BB0	1E3BFF	SASM	N	(5E) Sprite Assembly	2007.06.28
1E3C00	1E3C4F	SASM	N	(5F) Sprite Assembly	2007.06.28
1E3C50	1E3C9F	SASM	N	(60) Sprite Assembly	2007.06.28
1E3CA0	1E3D67	SASM	N	(61) Sprite Assembly	2007.06.28
1E3D68	1E3E07	SASM	N	(62) Sprite Assembly	2007.06.28
1E3E08	1E3E7F	SASM	N	(63) Sprite Assembly	2007.06.28
1E3E80	1E3EF7	SASM	N	(64) Sprite Assembly	2007.06.28
1E3EF8	1E3F6F	SASM	N	(65) Sprite Assembly	2007.06.28
1E3F70	1E4037	SASM	N	(66) Sprite Assembly	2007.06.28
1E4038	1E40AF	SASM	N	(67) Sprite Assembly	2007.06.28
1E40B0	1E4127	SASM	N	(68) Sprite Assembly	2007.06.28
1E4128	1E419F	SASM	N	(69) Sprite Assembly	2007.06.28
1E41A0	1E4267	SASM	N	(6A) Sprite Assembly	2007.06.28
1E4268	1E4357	SASM	N	(6B) Sprite Assembly	2007.06.28
1E4358	1E43F7	SASM	N	(6C) Sprite Assembly	2007.06.28
1E43F8	1E4587	SASM	N	(29) Sprite Assembly	2007.06.28
1E4588	1E45D7	SASM	N	(6E) Sprite Assembly	2007.06.28
1E45D8	1E4627	SASM	N	(6F) Sprite Assembly	2007.06.28
1E4628	1E4767	SASM	N	(70) Sprite Assembly	2007.06.28
1E4768	1E47DF	SASM	N	(71) Sprite Assembly	2007.06.28
1E47E0	1E482F	SASM	N	(72) Sprite Assembly	2007.06.28
1E4830	1E487F	SASM	N	(73) Sprite Assembly	2007.06.28
1E4880	1E48F7	SASM	N	(74) Sprite Assembly	2007.06.28
1E48F8	1E4A0F	SASM	N	(75) Sprite Assembly	2007.06.28
1E4A10	1E4AAF	SASM	N	(76) Sprite Assembly	2007.06.28
1E4AB0	1E4DA7	SASM	N	(79) Sprite Assembly	2007.06.28
1E4DA8	1E5027	SASM	N	(2A) Sprite Assembly	2007.06.28
1E5028	1E5487	SASM	N	(2B) Sprite Assembly	2007.06.28
1E5488	1E5B17	SASM	N	(27) Sprite Assembly	2007.06.28
1E5B18	1E5CF7	SASM	N	(28) Sprite Assembly	2007.06.28
1E5CF8	1E62BF	SASM	N	(26) Sprite Assembly	2007.06.28
1E62C0	1E680F	SASM	N	(7D) Sprite Assembly	2007.06.28
1E6810	1E707F	SASM	N	(25) Sprite Assembly	2007.06.28
1E7080	1E70CF	SASM	N	(6D) Sprite Assembly	2007.06.28
1E70D0	1E73C7	SASM	N	(7E) Sprite Assembly	2007.06.28
1E73C8	1E7507	SASM	N	(7F) Sprite Assembly	2007.06.28
1E7508	1E83B7	SASM	N	(82) Sprite Assembly	2007.06.28
1E83B8	1E8457	SASM	N	(84) Sprite Assembly	2007.06.28
1E8458	1E86AF	SASM	N	(83) Sprite Assembly	2007.06.28
1E86B0	1E8A97	SASM	N	(1A) Sprite Assembly	2007.06.28
1E8A98	1E8BAF	SASM	N	(8F) Sprite Assembly	2007.06.28
1E8BB0	1E8E2F	SASM	N	(90) Sprite Assembly	2007.06.28
1E8E30	1E8ECF	SASM	N	(91) Sprite Assembly	2007.06.28
1E8ED0	1E8F47	SASM	N	(92) Sprite Assembly	2007.06.28
1E8F48	1E90AF	SASM	N	(93) Sprite Assembly	2007.06.28
1E90B0	1E9127	SASM	N	(96) Sprite Assembly	2007.06.28
1E9128	1E9177	SASM	N	(97) Sprite Assembly	2007.06.28
1E9178	1E9587	SASM	N	(98) Sprite Assembly	2007.06.28
1E9588	1E9767	SASM	N	(99) Sprite Assembly	2007.06.28
1E9768	1E99BF	SASM	N	(A1) Sprite Assembly	2007.06.28
1E99C0	1E9AFF	SASM	N	(A2) Sprite Assembly	2007.06.28
1E9B00	1E9B77	SASM	N	(A3) Sprite Assembly	2007.06.28
1E9B78	1E9BC7	SASM	N	(A9) Sprite Assembly	2007.06.28
1E9BC8	1E9CB7	SASM	N	(AA) Sprite Assembly	2007.06.28
1E9CB8	1E9D07	SASM	N	(AB) Sprite Assembly	2007.06.28
1E9D08	1E9D57	SASM	N	(B0) Sprite Assembly	2007.06.28
1E9D58	1E9E97	SASM	N	(B1) Sprite Assembly	2007.06.28
1E9E98	1E9FD7	SASM	N	(B2) Sprite Assembly	2007.06.28
1E9FD8	1EA117	SASM	N	(B9) Sprite Assembly	2007.06.28
1EA118	1EA31F	SASM	N	(BA) Sprite Assembly	2007.06.28
1EA320	1EA40F	SASM	N	(BB) Sprite Assembly	2007.06.28
1EA410	1EA45F	SASM	N	(BC) Sprite Assembly	2007.06.28
1EA460	1EA59F	SASM	N	(BD) Sprite Assembly	2007.06.28
1EA5A0	1EA8BF	SASM	N	(BE) Sprite Assembly	2007.06.28
1EA8C0	1EA95F	SASM	N	(BF) Sprite Assembly	2007.06.28
1EA960	1EAA4F	SASM	N	(C0) Sprite Assembly	2007.06.28
1EAA50	1EAD97	SASM	N	(C1) Sprite Assembly	2007.06.28
1EAD98	1EAE0F	SASM	N	(C2) Sprite Assembly	2007.06.28
1EAE10	1EAE5F	SASM	N	(C3) Sprite Assembly	2007.06.28
1EAE60	1EAEAF	SASM	N	(C4) Sprite Assembly	2007.06.28
1EAEB0	1EAEFF	SASM	N	(C5) Sprite Assembly	2007.06.28
1EAF00	1EAF9F	SASM	N	(C6) Sprite Assembly	2007.06.28
1EAFA0	1EFFFF	SASM	N	"(C7) Sprite Assembly *TODO: find end range, free space*"	2007.06.28
1F0000	1F2032	GFX	Y	(7D) NPC and Enemy Graphics - Gato	2007.06.28
1F2033	1F2922	GFX	Y	(7E) NPC and Enemy Graphics - Dragon Tank	2007.06.28
1F2923	1F4638	GFX	Y	(87) NPC and Enemy Graphics - Yakra	2007.06.28
1F4639	1F6844	GFX	Y	(8D) NPC and Enemy Graphics - Nizbel	2007.06.28
1F6845	1F876C	GFX	Y	(8E) NPC and Enemy Graphics - Heckran	2007.06.28
1F876D	1F9622	GFX	Y	(8F) NPC and Enemy Graphics	2007.06.28
1F9623	1FA7B1	GFX	Y	(90) NPC and Enemy Graphics	2007.06.28
