FirstByte	LastByte	Type	Compressed	Description	Modified
02D52B	02E1E2	CODE	N	Shop menu	2007.06.29
02E1E3	02E1EC	PTR	N	Pointers used by Name menu	2007.06.29
02E1ED	02E60A	CODE	N	Name menu	2007.06.29
02E60B	02E612	PTR	N	Pointers used by Load Save menu	2007.06.29
02E613	02E621	CODE	N	Load Save menu (and possibly other routines)	2007.06.29
02E622	02E631	CODE	N	Routines used for loading Delete Save menu dialog box	2007.06.29
02E632	02EAC5	CODE	N	Load Save menu (and possibly other routines)	2007.06.29
02EAC6	02EAC6	DATA	N	Sound to use in menus for moving cursor ($00)	2007.01.15
02EAC7	02EACF	CODE	N	Load Save menu (and/or possibly other routines)	2007.06.29
02EAD0	02EAD0	DATA	N	Sound to use in menus for invalid selection ($01)	2007.01.15
02EAD1	02EF89	CODE	N	Load Save menu (and/or possibly other routines)	2008.02.13
02EF8A	02EF8E	CODE	N	Routines used when small font characters $00-0F detected	2008.02.13
02EF8F	02EFBD	CODE	N	Load Save menu (and/or possibly other routines)	2008.02.13
02EFBE	02EFD2	CODE	N	Routines used for jumping to small font $00-0F routines	2008.02.13
02EFD3	02EFD3	CODE	N	"Routines for small font characters $00, $0D-0F (nothing)"	2008.02.13
02EFD4	02EFF3	PTR	N	Pointers to routines for small font characters $00-0F (16 total)	2008.02.13
02EFF4	02F004	CODE	N	Small font character $01	2008.02.13
02F005	02F010	CODE	N	Small font character $02	2008.02.13
02F011	02F021	CODE	N	Small font character $03	2008.02.13
02F022	02F035	CODE	N	Small font character $04	2008.02.13
02F036	02F067	CODE	N	Small font character $05	2008.02.13
02F068	02F070	CODE	N	Small font character $0A	2008.02.13
02F071	02F08C	CODE	N	Small font character $07	2008.02.13
02F08D	02F0A1	CODE	N	Small font character $08	2008.02.13
02F0A2	02F0B7	CODE	N	Small font character $06	2008.02.13
02F0B8	02F0C0	CODE	N	Small font character $09	2008.02.13
02F0C1	02F0D0	CODE	N	Small font character $0B	2008.02.13
02F0D1	02F0F9	CODE	N	Small font character $0C	2008.02.13
02F0FA	02F10D	CODE	N	Unknown small font character related	2008.02.13
02F10E	02F113	CODE	N	"Small font character $0C, and unknown"	2008.02.13
02F114	02FCA5	CODE	N	Load Save menu (and/or possibly other routines)	2008.02.13
02FCA6	02FCA8	DATA	N	"Default config settings (copied to 7E2990-7E2992, included in save data)"	2007.08.15
02FCA9	02FCB1	DATA	N	"Default controller settings (copied to 7E0408-7E0410, 7E2993-7E299B, included in save data)"	2007.08.15
02FCB2	02FDF0	CODE	N	Load Save menu (and/or possibly other routines)	2008.07.14
02FDF1	02FE09	CODE	N	Shop Menu transactions - checks and sets max gold limit $98967F	2008.07.14
02FE0A	02FE0B	PTR	N	"Pointer for routines, unused?"	2008.07.14
02FE0C	02FE0F	JUNK	N	Duplicate 02FE06-02FE09	2008.07.14
02FE10	02FE11	JUNK	N	Pointer for routines	2008.07.14
02FE12	02FE57	JUNK	N	Duplicate 02FDC4-02FE09	2008.07.14
02FE58	02FE59	JUNK	N	Pointer for routines	2008.07.14
02FE5A	02FE89	JUNK	N	Duplicate 02FE2A-02FE57	2008.07.14
02FE8A	02FEE8	JUNK	N	Japanese version of 02FDAB-02FE09	2008.07.14
02FEE9	02FEEC	JUNK	N	Japanese version pointers for routines	2008.07.14
02FEED	02FEFA	CODE	N	"Unknown routines, not valid?"	2008.07.14
02FEFB	02FF25	CODE	N	"Unknown routines, not valid?"	2008.07.14
02FF26	02FF34	CODE	N	"Unknown routines, not valid?"	2008.07.14
02FF35	02FF4E	CODE	N	"Unknown routines, not valid?"	2008.07.14
02FF4F	02FF86	CODE	N	"Unknown routines, not valid?"	2008.07.14
02FF87	02FFA3	CODE	N	"Unknown subroutine used by 02FF35-02FF4E, not valid?"	2008.07.14
02FFA4	02FFA7	CODE	N	"Suspected JUNK, opcode missing, duplicate 02FFA0-02FFA3"	2008.07.14
02FFA8	02FFDD	CODE	N	"Suspected JUNK, duplicate 02FF6E-02FFA3"	2008.07.14
02FFDE	02FFDF	CODE	N	"Suspected JUNK, duplicate 02FFDC-02FFDD"	2008.07.14
02FFE0	02FFED	CODE	N	"Suspected JUNK, duplicate 02FFD0-02FFDD"	2008.07.14
02FFEE	02FFFF	CODE	N	"Suspected JUNK, opcode cut off, duplicate 02FF8C-02FF9D"	2008.07.14
030000	0301E3	CODE	N	Unknown routines	2003.05.06
0301E4			N		2003.05.06
030557	0308B2	CODE	N	Decompression routine	2003.06.19
0308B3	030AA9	CODE	N	Unknown routines	2007.08.15
030AAA	030AB8	CODE	N	Soft reset (from Mode 7 event)	2007.08.15
030AB9	030C28	CODE	N	Unknown routines	2007.08.15
030C29			N		2003.05.06
030E37	030EF9	TXT	N	ASCII credits text - Jet Bike Race (Junk?)	2006.12.20
030EFA			N		2006.12.20
031200	031312	GFX	Y	Partial 4 bit plane font	2003.07.23
031313	037A2B	???	Y	"Unknown compressed data - Contains some text to different portions of game (""The future refused to be changed"")"	2004.01.15
037A2C			N		2003.07.23
038000	038B6B	GFX	Y	Time Period Selection	2006.12.20
038B6C	03CE43	EVENT	Y	Overworld Events	2004.04.28
03CE44	03DFFF	PAL	Y	Overworld palettes	2004.04.28
03E000	03E14B	PTR	N	"Pointers to PC map animations (local, first at 03E14C)"	2004.06.21
03E14C	03FF09	ANI	N	PC map animations	2004.03.18
03FF0A	03FFFF	---	N	UNUSED SPACE (246 bytes)	2003.06.30
040000	059A55	GFX	Y	Overworld tiles	2004.04.28
059A56	05B113	GFX	Y	Overworld sprites: PCs	2004.04.28
05B114	05B797	GFX	Y	Overworld sprites: Epoch	2004.04.28
05B798	05C6EC	GFX	Y	Overworld sprites: Lavos	2004.04.28
05C6ED	05CD20	GFX	Y	Overworld sprites: Black Omen	2004.04.28
05CD21	05D596	GFX	Y	"Overworld sprites: Boat, vortex, balloon, etc"	2004.04.28
05D597	05D80A	GFX	Y	Overworld sprites: 1000 A.D. Truce ferry smoke	2006.12.20
05D80B	05DA87	GFX	Y	"Overworld sprites: Placeholder graphics, ""?"""	2006.12.20
05DA88	05E0F6	GFX	Y	"Overworld sprites: Bird, years, Epoch, and misc"	2004.04.28
05E0F7	05EAAE	GFX	Y	"Overworld sprites: Top of Magus's castle, some other stuff"	2004.04.28
05EAAF	05ED13	GFX	Y	"Overworld sprites: 600 A.D., Magic Cave boulder?"	2006.12.20
05ED14	05F364	GFX	Y	Overworld sprites: Dactyl	2007.06.12
05F365	05FFFF	---	N	UNUSED SPACE (3227 bytes)	2007.06.12
060000	0607B5	GFX	Y	Overworld sprites: Mt. Woe top	2006.12.20
0607B6	060E99	GFX	Y	"Overworld sprites: Mt. Woe bottom, Blackbird, misc."	2006.12.20
060E9A	061E72	GFX	Y	Overworld sprites: Deteriorating Zeal	2004.04.28
061E71	061FFF	---	N	UNUSED SPACE (399 bytes)	2007.06.12
062000	062410	DATA	Y	Compressed packet used by Epoch time gauge menu	2007.01.15
062411	0629EB	DATA	Y	Overworld exit data	2004.04.28
0629EC	066A38	TASM	Y	Overworld L1/2 tile assembly	2004.04.28
066A39	06793E	MAP	Y	Present Map	2004.08.20
06793F	0688FD	MAP	Y	Middle Ages Map	2004.08.20
0688FE	0690D6	MAP	Y	Apocalypse Map	2004.08.20
0690D7	069A88	MAP	Y	Future Map	2004.08.20
069A89	06AB74	MAP	Y	Prehistoric Map	2004.08.20
06AB75	06BAC4	MAP	Y	Dark Ages Map	2004.08.20
06BAC5	06C356	MAP	Y	Last Village Map	2004.08.20
06C357	06C7F6	MAP	Y	Kingdom of Zeal Map	2003.07.03
06C7F7	06D40F	TASM	Y	Overworld L3 tile assembly	2004.04.28
06D410	06DA75	DATA	Y	Overworld tile properties	2004.04.28
06DA76	06DF05	DATA	Y	Overworld music transition data	2004.08.23
06DD05	06DFFF	---	N	UNUSED SPACE (763 bytes)	2007.06.12
06E000			N		2003.07.02
06E74E	06E7B9	CODE	N	Unknown routines	2004.12.06
06E7BA	06E7C9	PTR	N	"Pointers to Overworld no landing zone code (local, starts at 06E7CA)"	2004.12.06
06E7CA	06E7E9	CODE	N	Code loading no landing zone data for Overworlds	2004.12.06
06E7EA	06E7F7	CODE	N	Unknown routines	2004.12.06
06E7F8			N		2004.12.06
06F000	06F318	TXT	N	Location names (Huffman compressed)	2003.05.22
06F319	06F3FF	TXT	N	Years text (Huffman compressed)	2003.05.22
06F400	06F4D3	PTR	N	"Pointers to Location names (local, 106 strings)"	2004.06.21
06F4D4	06F4FF	PTR	N	"Pointers to Years text (local, 6 strings)"	2004.06.21
06F500			N		2003.05.22
06F700	06FAFF	DATA	N	Data used for Epoch time gauge menu	2007.01.15
06FB00	06FC50	DATA	Y	Compressed packet used by Epoch time gauge menu	2007.01.15
06FC51	06FCFF	---	N	UNUSED SPACE (175 bytes)	2006.12.20
06FD00	06FD0F	PTR	N	"Pointers to Overworld data (local, first at 06FD10)"	2004.06.21
06FD10	06FDEF	DATA	N	Overworld data (23 bytes each)	2004.03.29
06FDF0	06FE1F	PTR	N	Pointers to Overworld sprite graphics (first at 059A56)	2004.06.21
06FE20	06FE9F	PTR	N	Pointers to Overworld tiles (first at 040000)	2004.06.21
06FEA0	06FEFF	PTR	N	Pointers to Overworld palettes (first at 03CE44)	2004.06.21
06FF00	06FF1F	PTR	N	Pointers to Overworld L1/2 tile assembly (first at 0629EC)	2004.06.21
06FF20	06FF3F	PTR	N	Pointers to Overworld maps (first at 066A39)	2004.06.21
06FF40	06FF7F	PTR	N	Pointers to Overworld L3 tile assembly (first at 06C7F7)	2004.06.21
06FF80	06FF9F	PTR	N	Pointers to Overworld tile properties (first at 06D410)	2004.06.21
06FFA0	06FFBF	PTR	N	Pointers to Overworld music transition data (first at 06DA76)	2004.08.23
06FFC0	06FFDF	PTR	N	Pointers to Overworld exit data (first at 062411)	2004.06.21
06FFE0	06FFFF	PTR	N	Pointers to Overworld Events (first at 038B6C)	2004.06.21
070000	070A97	CODE	N	SPC routines	2003.05.23
070A98	070AD7	DATA	N	"Data used for SPC commands 30-3F, may alias them back to command 10"	2007.07.05
070AD8			N		2007.07.05
070AE9	070AE9	DATA	N	Total number of songs ($53)	2007.06.12
070AEA	070BA3	PTR	N	BRR Pointers (62 addresses)	2003.05.08
070BA4	070C1F	DATA	N	"Unknown data block, $7C bytes in length"	2007.06.29
070C20	070C9B	DATA	N	"Unknown data block, $7C bytes in length"	2007.06.29
070C9C	070D17	DATA	N	"Unknown data block, $7C bytes in length"	2007.06.29
070D18	070E10	PTR	N	"SPC pointers (83 addresses), SPCs may be compressed, data doesn't match SPC files"	2003.05.08
070E11	071870	DATA	N	"Instrument table (83 elements, 32 bytes each)"	2003.05.27
071871	07241C	DATA	N	"Unknown data, 0x24 bytes per song, 0x53 total"	2008.07.30
07241D	0724C2	DATA	N	"Unknown data, volume related? 2 bytes per song, 0x53 total"	2008.07.30
0724C3	0724C4	DATA	N	Length of packet to follow	2006.12.20
0724C5	0740B3	DATA	N	"Unknown packet, contains SPC-700 routines"	2006.12.20
0740B4	0740B5	DATA	N	Length of packet to follow	2006.12.22
0740B6	0742B6	DATA	N	Unknown packet	2006.12.22
0742B7	0742B8	DATA	N	Length of packet to follow	2006.12.20
0742B9	0742DC	DATA	N	Unknown packet	2006.12.20
0742DD	0742DE	DATA	N	Length of packet to follow	2006.12.20
0742DF	0742F2	DATA	N	Unknown packet	2006.12.20
0742F3	0742F4	DATA	N	Length of packet to follow	2006.12.20
0742F5	074308	DATA	N	Unknown packet	2006.12.20
074309	07430A	PTR	N	Length of Sound Effect packet to follow	2006.12.20
07430B	07470A	PTR	N	"Pointers (ARAM) to Sound Effects, 2 pointers each"	2006.12.20
07470B	075B0A	DATA	N	Sound Effects	2006.12.20
075B0B	075B0C	DATA	N	Length of Sound Effect packet to follow	2006.12.20
075B0D	075F0C	PTR	N	"Pointers (ARAM) to Battle Sound Effects, 2 pointers each"	2006.12.20
075F0D	07730C	DATA	N	Battle Sound Effects	2006.12.20
07730D	0781AE	BRR	N	(00) Silence	2003.06.02
0781AF	078951	BRR	N	(01)	2003.06.02
078952	078B81	BRR	N	(02)	2003.06.02
078B82	079B67	BRR	N	(03)	2003.06.02
079B68	07A313	BRR	N	(04)	2003.06.02
07A314	07B4A9	BRR	N	(05)	2003.06.02
07B4AA	07BEA7	BRR	N	(06)	2003.06.02
07BEA8	07CBD8	BRR	N	(07)	2003.06.02
07CBD9	07DF93	BRR	N	(08)	2003.06.02
07DF94	07E3A9	BRR	N	(09)	2003.06.02
07E3AA	07F53F	BRR	N	(0A)	2003.06.02
07F540	0803CF	BRR	N	(0B)	2003.06.02
0803D0	080B2A	BRR	N	(0C)	2003.06.02
080B2B	08139C	BRR	N	(0D)	2003.06.02
08139D	081CE6	BRR	N	(0E)	2003.06.02
081CE7	082E34	BRR	N	(0F)	2003.06.02
082E35	0837FC	BRR	N	(10)	2003.06.02
0837FD	08467A	BRR	N	(11)	2003.06.02
08467B	08567B	BRR	N	(12)	2003.06.02
08567C	085A64	BRR	N	(13)	2003.06.02
085A65	086DBC	BRR	N	(14)	2003.06.02
086DBD	087D63	BRR	N	(15)	2003.06.02
087D64	088959	BRR	N	(16)	2003.06.02
08895A	088F04	BRR	N	(17)	2003.06.02
088F05	089695	BRR	N	(18)	2003.06.02
089696	08A2B8	BRR	N	(19)	2003.06.02
08A2B9	08B217	BRR	N	(1A)	2003.06.02
08B218	08C647	BRR	N	(1B)	2003.06.02
08C648	08D4B3	BRR	N	(1C)	2003.06.02
08D4B4	08E1C0	BRR	N	(1D)	2003.06.02
08E1C1	08ECBA	BRR	N	(1E)	2003.06.02
08ECBB	08FBAD	BRR	N	(1F)	2003.06.02
08FBAE	090E36	BRR	N	(20)	2003.06.02
090E37	091B3A	BRR	N	(21) Musicbox	2003.06.02
091B3B	0939B7	BRR	N	(22)	2003.06.02
0939B8	094079	BRR	N	(23)	2003.06.02
09407A	094EC1	BRR	N	(24)	2003.06.02
094EC2	095958	BRR	N	(25)	2003.06.02
095959	096A04	BRR	N	(26)	2003.06.02
096A05	0977AA	BRR	N	(27)	2003.06.02
0977AB	09A5DE	BRR	N	(28)	2003.06.02
09A5DF	09B252	BRR	N	(29)	2003.06.02
09B253	09BBF6	BRR	N	(2A)	2003.06.02
09BBF7	09D91D	BRR	N	(2B)	2003.06.02
09D91E	09E495	BRR	N	(2C)	2003.06.02
09E496	09ED61	BRR	N	(2D)	2003.06.02
09ED62	09F837	BRR	N	(2E)	2003.06.02
09F838	0A0796	BRR	N	(2F)	2003.06.02
0A0797	0A16F5	BRR	N	(30)	2003.06.02
0A16F6	0A21D4	BRR	N	(31)	2003.06.02
0A21D5	0A29F5	BRR	N	(32)	2003.06.02
0A29F6	0A300C	BRR	N	(33)	2003.06.02
0A300D	0A3D3D	BRR	N	(34)	2003.06.02
0A3D3E	0A42BB	BRR	N	(35)	2003.06.02
0A42BC	0A4866	BRR	N	(36)	2003.06.02
0A4867	0A52BE	BRR	N	(37)	2003.06.02
0A52BF	0A6121	BRR	N	(38)	2003.06.02
0A6122	0A7C98	BRR	N	(39)	2003.06.02
0A7C99	0A7FD6	BRR	N	(3A)	2003.06.02
0A7FD7	0A831D	BRR	N	(3B)	2003.06.02
0A831E	0A8664	BRR	N	(3C)	2003.06.02
0A8665	0A8ACB	BRR	N	(3D)	2003.06.02
0A8ACC	0A8AF1	SPC	N	(00) Silence (this is actually played at the load screen)	2003.05.08
0A8AF2	0A8FB2	SPC	N	(01) 1.05 - Memories of Green	2003.05.08
0A8FB3	0A944D	SPC	N	(02) 1.09 - Wind Scene	2003.05.08
0A944E	0A9AB8	SPC	N	(03) 3.04 - Corridors of Time	2003.05.08
0A9AB9	0A9D84	SPC	N	"(04) 2.20 - Rhythm of Wind, Sky, and Earth"	2003.05.08
0A9D85	0A9EC2	SPC	N	(05) 2.01 - Ruined World	2003.05.08
0A9EC3	0AAAA9	SPC	N	(06) 1.06 - Guardia Millenial Fair	2003.05.08
0AAAAA	0AABF3	SPC	N	(07) 3.09 - Far Off Promise	2003.05.08
0AABF4	0AB1B1	SPC	N	(08) 1.11 - Secret of the Forest	2003.05.08
0AB1B2	0AB521	SPC	N	(09) 3.05 - Zeal Palace	2003.05.08
0AB522	0AB94C	SPC	N	(0A) 2.10 - Remains of Factory	2003.05.08
0AB94D	0ABC33	SPC	N	(0B) 2.19 - Ayla's Theme	2003.05.08
0ABC34	0AC14D	SPC	N	(0C) 1.13 - Courage and Pride	2003.05.08
0AC14E	0AC679	SPC	N	(0D) 2.05 - Lavos' Theme	2003.05.08
0AC67A	0AC8BF	SPC	N	(0F) 1.03 - Morning Sunlight	2003.05.08
0AC8C0	0AD0EB	SPC	N	(0E) 2.09 - Robo's Theme	2003.05.08
0AD0EC	0AD212	SPC	N	(10) 1.15 - Manoria Cathedral	2003.05.09
0AD213	0AD354	SPC	N	(11) Sounds of the Ocean	2003.05.09
0AD355	0AD3AD	SPC	N	(12) Leene's Bell	2003.05.09
0AD3AE	0ADD80	SPC	N	(13) 3.10 - Wings that Cross Time	2003.05.09
0ADD81	0AE0F3	SPC	N	(14) 3.06 - Schala's Theme	2003.05.09
0AE0F4	0AE6DC	SPC	N	(15) 2.14 - Delightful Spekkio	2003.05.09
0AE6DD	0AED53	SPC	N	(16) 1.23 - A Shot of Crisis	2003.05.09
0AED54	0AF5FC	SPC	N	(17) 1.21 - Kingdom Trial	2003.05.09
0AF5FD	0B010B	SPC	N	(18) 1.02 - Chrono Trigger	2003.05.09
0B010C	0B0193	SPC	N	(19) Blackbird Interior	2006.12.20
0B0194	0B0220	SPC	N	(1A) Blackbird Exterior	2006.12.20
0B0221	0B05E2	SPC	N	(1B) 1.20 - Fanfare 1	2003.05.09
0B05E3	0B0787	SPC	N	(1C) 2.12 - Fanfare 2	2003.05.09
0B0788	0B0B31	SPC	N	(1D) 3.03 - At the Bottom of the Night	2003.05.09
0B0B32	0B10F3	SPC	N	(1E) 1.04 - Peaceful Day	2003.05.09
0B10F4	0B13F1	SPC	N	(1F) 1.08 - A Strange Happening	2003.05.09
0B13F2	0B1455	SPC	N	(20) Dungeon dripping noise	2003.05.12
0B1456	0B14D5	SPC	N	(21) Running Water	2003.05.27
0B14D6	0B156B	SPC	N	(22) Wind	2003.05.12
0B156C	0B1A30	SPC	N	(23) 1.22 - The Hidden Truth	2003.05.12
0B1A31	0B1AF1	SPC	N	(24) 1.16 - A Prayer to the Road that Leads	2003.05.12
0B1AF2	0B1C15	SPC	N	(25) 1.14 - Huh?	2003.05.12
0B1C16	0B1D58	SPC	N	(26) 2.06 - The Day the World Revived	2003.05.12
0B1D59	0B22E0	SPC	N	(27) 2.07 - Robo Gang Johnny	2003.05.12
0B22E1	0B2C05	SPC	N	(28) 2.24 - Battle with Magus	2003.05.12
0B2C06	0B340E	SPC	N	(29) 1.18 - Boss Battle 1	2003.05.12
0B340F	0B3A37	SPC	N	(2A) 1.19 - Frog's Theme	2003.05.12
0B3A38	0B3B0A	SPC	N	(2B) 1.10 - Goodnight	2003.05.12
0B3B0B	0B3E25	SPC	N	(2C) 2.08 - Bike Chase	2003.05.12
0B3E26	0B4274	SPC	N	(2D) 2.04 - People who Threw Away the Will to Live	2003.05.12
0B4275	0B430D	SPC	N	(2E) 2.02 - Mystery of the Past	2003.05.12
0B430E	0B4795	SPC	N	(2F) 2.16 - Underground Sewer	2003.05.12
0B4796	0B4A22	SPC	N	(30) 1.01 - Presentiment	2003.05.12
0B4A23	0B4F0D	SPC	N	(31) 3.08 - Undersea Palace	2003.05.12
0B4F0E	0B5A69	SPC	N	(32) 3.14 - Last Battle	2003.05.12
0B5A6A	0B60B0	SPC	N	(33) 2.03 - Lab 16's Ruins	2003.05.12
0B60B1	0B613E	SPC	N	(34) Inside the Shell	2003.05.12
0B613F	0B61FA	SPC	N	(35) Quake	2003.05.12
0B61FB	0B6589	SPC	N	(36) 2.21 - Burn!  Bobonga!	2003.05.12
0B658A	0B6626	SPC	N	(37) Wormhole	2003.05.27
0B6627	0B6F25	SPC	N	(38) 2.18 - Primitive Mountain	2003.05.12
0B6F26	0B7C4F	SPC	N	(39) 3.13 - World Revolution	2003.05.12
0B7C50	0B7D56	SPC	N	(3A) Lavos Scream	2003.05.12
0B7D57	0B8400	SPC	N	(3B) 3.07 - Sealed Door	2003.05.12
0B8401	0B8B4F	SPC	N	(3C) 1.17 - Silent Light	2003.05.12
0B8B50	0B8C60	SPC	N	(3D) 2.15 - Fanfare 3	2003.05.12
0B8C61	0B9063	SPC	N	(3E) 2.13 - The Brink of Time	2003.05.12
0B9064	0BA337	SPC	N	(3F) 3.17 - To Far Away Times	2003.05.12
0BA338	0BA453	SPC	N	(40) 2.23 - Confusing Melody	2003.05.12
0BA454	0BA56A	SPC	N	(41) Hail Magus	2003.05.12
0BA56B	0BA6CC	SPC	N	(42) 1.07 - Gonzales' Song	2003.05.12
0BA6CD	0BA728	SPC	N	"(43) Underground River, Rain"	2006.12.20
0BA729	0BAFA2	SPC	N	(44) 3.11 - Black Dream	2003.05.12
0BAFA3	0BB604	SPC	N	(45) 1.12 - Battle 1	2003.05.12
0BB605	0BBFD5	SPC	N	(46) 3.02 - Tyran Castle	2003.05.12
0BBFD6	0BC185	SPC	N	(47) Tsunami	2006.12.20
0BC186	0BC2F8	SPC	N	(48) 2.22 - Magus' Castle	2003.05.12
0BC2F9	0BCC52	SPC	N	(49) 3.15 - First Festival of Stars	2003.05.12
0BCC53	0BCD4B	SPC	N	(4A) The Destruction of Zeal	2003.05.12
0BCD4C	0BCDBC	SPC	N	(4B) Ocean Tide	2003.05.12
0BCDBD	0BCE32	SPC	N	(4C) Lavos' Breath	2003.05.12
0BCE33	0BD314	SPC	N	(4D) 3.16 - Epilogue - To Good Friends	2003.05.12
0BD315	0BE03F	SPC	N	(4E) 2.17 - Boss Battle 2	2003.05.12
0BE040	0BE13D	SPC	N	(4F) Fanfare 4	2003.05.12
0BE13E	0BE88E	SPC	N	(50) 3.12 - Determination	2003.05.12
0BE88F	0BEE20	SPC	N	(51) 2.11 - Battle 2	2003.05.12
0BEE21	0BF163	SPC	N	(52) 3.01 - Singing Mountain	2003.06.03
0BF164	0BF2B3	JUNK	N	Overwritten (Unk) ?.?? - Fanfare 5 ???	2006.12.20
0BF2B4	0BF72F	JUNK	N	Overwritten (50) 3.12 - Determination	2006.12.20
0BF730	0BF98E	JUNK	N	Overwritten (50) 3.12 - Determination	2006.12.20
0BF98F	0BFF90	JUNK	N	Overwritten (50) 3.12 - Determination	2006.12.20
0BFF91	0BFFFF	---	N	UNUSED SPACE (111 bytes)	2006.12.20
0C0000	0C022F	DATA	N	Character stats	2003.05.20
0C0230	0C0236	DATA	N	"Tech to learn next (1 byte ea., copied to 7E2830-7E2836)"	2007.06.12
0C023E	0C024C	DATA	N	"Double Techs learned (1 byte ea., copied to 7E283E-7E284C)"	2007.06.12
0C024D	0C0256	DATA	N	"Triple Techs learned (1 byte ea., copied to 7E284D-7E2856)"	2007.06.12
0C0257	0C025B	DATA	N	"Triple Techs w/rocks (1 byte ea., copied to 7E2857-7E285B)"	2007.06.12
0C025C	0C0261	DATA	N	"All $FF, 6 bytes total, unused? (copied to 7E285C-7E2861)"	2007.06.12
0C0262	0C0423	DATA	N	Weapon Stats (5 bytes each)	2003.05.20
0C0424	0C047D	---	N	UNUSED SPACE (90 bytes)	2003.05.13
0C047E	0C052B	DATA	N	Armor Stats (3 bytes each)	2003.05.20
0C052C	0C05CB	DATA	N	Accessory Stats (4 bytes each)	2003.05.20
0C05CC			N		2003.05.20
0C066C	0C06A3	---	N	UNUSED SPACE (56 bytes)	2003.05.20
0C06A4	0C0A1B	DATA	N	Item secondary stats (6 bytes each)	2003.05.21
0C0A1C	0C0ABB	DATA	N	Accessory secondary stats (4 bytes each)	2003.05.21
0C0ABC	0C0B5D	DATA	N	Consumable and Key item data (3 bytes each)	2003.05.21
0C0B5E	0C15CE	TXT	N	Item names (11 bytes each)	2004.04.28
0C15CF	0C1ACA	TXT	N	Tech names (11 bytes each)	2004.04.28
0C1ACB	0C1DB3	DATA	N	Tech targetting (2 bytes each)	2005.01.03
0C1DB4			N		2005.01.03
0C213F	0C214A	DATA	N	Tech Data 12 byte set - nothing	2008.07.14
0C214B	0C21AA	DATA	N	Tech Data 12 byte sets - Crono Techs	2008.07.14
0C21AB	0C220A	DATA	N	Tech Data 12 byte sets - Marle Techs	2008.07.14
0C220B	0C226A	DATA	N	Tech Data 12 byte sets - Lucca Techs	2008.07.14
0C226B	0C22CA	DATA	N	Tech Data 12 byte sets - Robo Techs	2008.07.14
0C22CB	0C232A	DATA	N	Tech Data 12 byte sets - Frog Techs	2008.07.14
0C232B	0C235B	DATA	N	Tech Data 12 byte sets - Ayla Techs	2008.07.14
0C235C	0C235C	DATA	N	Charm chance	2007.02.09
0C235D	0C238A	DATA	N	Tech Data 12 byte sets - Ayla Techs	2008.07.14
0C238B	0C23EA	DATA	N	Tech Data 12 byte sets - Magus Techs	2008.07.14
0C23EB					2008.07.14
0C2463	0C246E	DATA	N	Tech Data 12 byte set - Twin Charm (Marle Ayla)	2008.07.14
0C246F					2008.07.14
0C253B	0C2573	DATA	N	Tech MP cost	2005.01.03
0C2574			N		2005.01.03
0C28DB	0C2934	DATA	N	Double Tech requirements (2 bytes each)	2005.01.03
0C2935	0C2961	DATA	N	Triple Tech requirements (3 bytes each)	2005.01.03
0C2962			N		2005.01.03
0C2A33	0C2A33	DATA	N	Chance to get rare charm (aka normal drop)?	2007.02.09
0C2A34			N		2007.08.15
0C2C6D	0C2C9C	PTR	N	"Pointers to shop data (local, first at 0C2C9D)"	2004.06.21
0C2C9D	0C2D67	DATA	N	Shop data	2003.06.16
0C2D68			N		2003.06.16
0C2EB1	0C3094	PTR	N	Pointers to item descriptions (local)	2004.06.21
0C3095	0C36F3	TXT	N	Item descriptions (Huffman compressed)	2003.05.13
0C36F4	0C37FF	---	N	UNUSED SPACE (268 bytes)	2003.05.13
0C3800	0C38F1	JUNK	N	Overwritten [JP] Pointers to Tech Descriptions	2006.12.20
0C38F2	0C3903	---	N	UNUSED SPACE (18 bytes)	2003.06.16
0C3904	0C3A08	JUNK	N	Overwritten [JP] Tech Descriptions	2006.12.20
0C3A09	0C3AFA	PTR	N	"Pointers to tech descriptions (local, first at 0C3B0D)"	2004.06.21
0C3AFB			N		2003.05.22
0C3B0D	0C43AE	TXT	N	Tech descriptions (Huffman compressed)	2003.05.22
0C43AF	0C46FF	---	N	UNUSED SPACE (849 bytes)	2003.05.22
0C4700	0C5DFF	DATA	N	"Enemy stats (23 bytes each), 115 wasted bytes"	2003.04.24
0C5E00	0C64FF	DATA	N	"Enemy rewards (7 bytes each), 36 wasted bytes"	2003.04.24
0C6500	0C6FC8	TXT	N	"Enemy names (11 bytes each), 251 strings"	2003.04.24
0C6FC9			N		2003.04.24
0C7AC9	0C86C8	DATA	N	"Enemy attack data (12 bytes each, 256 items)"	2003.07.14
0C86C9			N		2003.07.14
0C8B08	0C8D07	PTR	N	Pointers to Enemy AI (local)	2004.06.21
0C8D08	0CCBC8	AI	N	Enemy AI	2003.07.14
0CCBC9	0CCD8E	PTR	N	"Pointers to battle messages (local, first at 0CCD90)"	2004.06.21
0CCD8F	0CDDC5	TXT	N	Battle messages (Huffman compressed)	2004.04.28
0CDDC6			N		2003.05.23
0CE000	0CE390	CODE	N	Unknown routines	2008.07.14
0CE391	0CE39B	CODE	N	Load Battle Gauge display type and store updated value to memory	2008.07.14
0CE39C	0CE564	CODE	N	Unknown routines	2008.07.14
0CE565	0CE594	CODE	N	Copy PC names within memory for battles	2008.02.13
0CE595	0CE5C4	CODE	N	Copy PC names within memory a second time	2008.02.13
0CE5C5	0CF382	CODE	N	Unknown routines	2008.02.13
